timestamp,event,symbol,side,price,qty,reason,pnl,day_pnl,extra
2025-08-29 09:22:47,AUTH_WARN,,,0.00,0,"Profile failed but quotes OK: {'s': 'error', 'code': 500, 'message': 'Looks like you are passing an invalid entry'}",0.00,0.00,
2025-08-29 09:22:48,SESSION_START,,,0.00,0,Today=2025-08-29 PrevCloseDate=2025-08-28 PrevNIFTYClose=24500.90,0.00,0.00,
2025-08-29 09:22:48,INFO,,,0.00,0,Waiting for ORB end (09:30 IST),0.00,0.00,
2025-08-29 09:30:01,ORB_LEVELS,,,0.00,0,ORH=24564.35 ORL=24466.60 RSI=NA,0.00,0.00,
2025-08-29 09:30:01,MOMENTUM_SHIFT,,,0.00,0,RSI regime NA -> unknown (RSI=NA),0.00,0.00,
2025-08-29 09:30:01,PRICE_STATE,,,0.00,0,Zone NA -> inside_or (IDX=24533.90),0.00,0.00,
2025-08-29 09:30:01,SNAPSHOT,,,0.00,0,IDX=24533.90 ORH=24564.35 ORL=24466.60 HI_BUF=24576.63 LO_BUF=24454.37 RSI=NA Armed(L/S)=True/True CD=0s OpenPos=0,0.00,0.00,
2025-08-29 09:30:01,SNAPSHOT_POS,,,0.00,0,None,0.00,0.00,
2025-08-29 09:30:03,STRAT_ERR,,,0.00,0,secondary signal error: 'ts',0.00,0.00,
2025-08-29 09:30:03,DIAG_NO_ENTRY,,,0.00,0,CE blocked: no_breakout_above_buffer | IDX=24533.90 RSI=NA,0.00,0.00,
2025-08-29 09:30:03,DIAG_NO_ENTRY,,,0.00,0,PE blocked: no_breakdown_below_buffer | IDX=24533.90 RSI=NA,0.00,0.00,
2025-08-29 09:30:06,STRAT_ERR,,,0.00,0,secondary signal error: 'ts',0.00,0.00,
2025-08-29 09:30:09,STRAT_ERR,,,0.00,0,secondary signal error: 'ts',0.00,0.00,
2025-08-29 09:30:12,STRAT_ERR,,,0.00,0,secondary signal error: 'ts',0.00,0.00,
2025-08-29 09:30:15,STRAT_ERR,,,0.00,0,secondary signal error: 'ts',0.00,0.00,
2025-08-29 09:30:18,STRAT_ERR,,,0.00,0,secondary signal error: 'ts',0.00,0.00,
2025-08-29 09:30:21,STRAT_ERR,,,0.00,0,secondary signal error: 'ts',0.00,0.00,
2025-08-29 09:30:24,STRAT_ERR,,,0.00,0,secondary signal error: 'ts',0.00,0.00,
2025-08-29 09:30:27,STRAT_ERR,,,0.00,0,secondary signal error: 'ts',0.00,0.00,
2025-08-29 09:30:30,STRAT_ERR,,,0.00,0,secondary signal error: 'ts',0.00,0.00,
2025-08-29 09:30:33,STRAT_ERR,,,0.00,0,secondary signal error: 'ts',0.00,0.00,
