timestamp,event,symbol,side,price,qty,reason,pnl,day_pnl,extra
2025-09-01 09:24:30,AUTH_WARN,,,0.00,0,"Profile failed but quotes OK: {'s': 'error', 'code': 500, 'message': 'Looks like you are passing an invalid entry'}",0.00,0.00,
2025-09-01 09:24:30,SESSION_START,,,0.00,0,Today=2025-09-01 PrevCloseDate=2025-08-29 PrevNIFTYClose=24426.85,0.00,0.00,
2025-09-01 09:24:30,INFO,,,0.00,0,Waiting for ORB end (09:30 IST),0.00,0.00,
2025-09-01 09:30:01,ORB_LEVELS,,,0.00,0,ORH=24533.55 ORL=24432.70 RSI=NA,0.00,0.00,
2025-09-01 09:30:02,MOMENTUM_SHIFT,,,0.00,0,RSI regime NA -> unknown (RSI=NA),0.00,0.00,
2025-09-01 09:30:02,PRICE_STATE,,,0.00,0,Zone NA -> inside_or (IDX=24529.10),0.00,0.00,
2025-09-01 09:30:02,SNAPSHOT,,,0.00,0,IDX=24529.10 ORH=24533.55 ORL=24432.70 HI_BUF=24545.82 LO_BUF=24420.48 RSI=NA Armed(L/S)=True/True CD=0s OpenPos=0,0.00,0.00,
2025-09-01 09:30:02,SNAPSHOT_POS,,,0.00,0,None,0.00,0.00,
2025-09-01 09:30:04,DIAG_NO_ENTRY,,,0.00,0,CE blocked: no_breakout_above_buffer | IDX=24529.10 RSI=NA,0.00,0.00,
2025-09-01 09:30:04,DIAG_NO_ENTRY,,,0.00,0,PE blocked: no_breakdown_below_buffer | IDX=24529.10 RSI=NA,0.00,0.00,
2025-09-01 09:38:25,PRICE_STATE,,,0.00,0,Zone inside_or -> above_hi (IDX=24546.55),0.00,0.00,
2025-09-01 09:38:28,PRICE_STATE,,,0.00,0,Zone above_hi -> inside_or (IDX=24545.35),0.00,0.00,
2025-09-01 09:45:04,SNAPSHOT,,,0.00,0,IDX=24538.05 ORH=24533.55 ORL=24432.70 HI_BUF=24545.82 LO_BUF=24420.48 RSI=NA Armed(L/S)=True/True CD=0s OpenPos=0,0.00,0.00,
2025-09-01 09:45:04,SNAPSHOT_POS,,,0.00,0,None,0.00,0.00,
2025-09-01 09:46:12,PRICE_STATE,,,0.00,0,Zone inside_or -> above_hi (IDX=24547.80),0.00,0.00,
2025-09-01 09:46:14,SYMBOL_OK,NSE:NIFTY25SEP24550CE,,0.00,0,Resolved option symbol,0.00,0.00,
2025-09-01 09:46:15,DIAG_NO_ENTRY,,,0.00,0,"CE blocked: rsi_block, projected_risk_breach | IDX=24547.80 RSI=NA",0.00,0.00,
2025-09-01 09:46:15,DIAG_NO_ENTRY,,,0.00,0,PE blocked: no_breakdown_below_buffer | IDX=24547.80 RSI=NA,0.00,0.00,
2025-09-01 09:46:31,PRICE_STATE,,,0.00,0,Zone above_hi -> inside_or (IDX=24545.25),0.00,0.00,
2025-09-01 09:46:54,PRICE_STATE,,,0.00,0,Zone inside_or -> above_hi (IDX=24546.15),0.00,0.00,
2025-09-01 09:46:57,PRICE_STATE,,,0.00,0,Zone above_hi -> inside_or (IDX=24544.95),0.00,0.00,
2025-09-01 09:48:04,PRICE_STATE,,,0.00,0,Zone inside_or -> above_hi (IDX=24546.45),0.00,0.00,
