timestamp,event,symbol,side,price,qty,reason,pnl,day_pnl,extra
2025-08-26 09:20:08,AUTH_WARN,,,0.00,0,"Profile failed but quotes OK: {'s': 'error', 'code': 500, 'message': 'Looks like you are passing an invalid entry'}",0.00,0.00,
2025-08-26 09:20:09,SESSION_START,,,0.00,0,Today=2025-08-26 PrevCloseDate=2025-08-25 PrevNIFTYClose=24967.75,0.00,0.00,
2025-08-26 09:20:09,INFO,,,0.00,0,Waiting for ORB end (09:30 IST),0.00,0.00,
2025-08-26 09:30:01,ORB_LEVELS,,,0.00,0,ORH=24919.65 ORL=24796.60 RSI=NA,0.00,0.00,
2025-08-26 09:30:01,MOMENTUM_SHIFT,,,0.00,0,RSI regime NA -> unknown (RSI=NA),0.00,0.00,
2025-08-26 09:30:01,PRICE_STATE,,,0.00,0,Zone NA -> inside_or (IDX=24799.95),0.00,0.00,
2025-08-26 09:30:01,SNAPSHOT,,,0.00,0,IDX=24799.95 ORH=24919.65 ORL=24796.60 HI_BUF=24932.11 LO_BUF=24784.20 RSI=NA Armed(L/S)=True/True CD=0s OpenPos=0,0.00,0.00,
2025-08-26 09:30:01,SNAPSHOT_POS,,,0.00,0,None,0.00,0.00,
2025-08-26 09:30:02,DIAG_NO_ENTRY,,,0.00,0,CE blocked: no_breakout_above_buffer | IDX=24799.95 RSI=NA,0.00,0.00,
2025-08-26 09:30:02,DIAG_NO_ENTRY,,,0.00,0,PE blocked: no_breakdown_below_buffer | IDX=24799.95 RSI=NA,0.00,0.00,
2025-08-26 09:31:07,PRICE_STATE,,,0.00,0,Zone inside_or -> below_lo (IDX=24784.05),0.00,0.00,
2025-08-26 09:31:08,SYMBOL_OK,NSE:NIFTY25AUG24800PE,,0.00,0,Resolved option symbol,0.00,0.00,
2025-08-26 09:31:09,ENTER,NSE:NIFTY25AUG24800PE,PE,80.10,75,New CORE,0.00,0.00,
2025-08-26 09:31:09,ENTER_STATE,NSE:NIFTY25AUG24800PE,PE,80.10,75,EP=80.10 CP=80.10 SL=64.08 TP=100.12,0.00,0.00,
2025-08-26 09:31:18,PRICE_STATE,,,0.00,0,Zone below_lo -> inside_or (IDX=24784.90),0.00,0.00,
