timestamp,event,symbol,side,price,qty,reason,pnl,day_pnl,extra
2025-08-22 04:47:00,AUTH_WARN,,,0.00,0,"Profile failed but quotes OK: {'s': 'error', 'code': 500, 'message': 'Looks like you are passing an invalid entry'}",0.00,0.00,
2025-08-22 04:47:01,SESSION_START,,,0.00,0,Today=2025-08-22 PrevCloseDate=2025-08-21 PrevNIFTYClose=25083.75,0.00,0.00,
2025-08-22 04:47:01,HISTORY_ERR,NSE:NIFTY50-INDEX,,0.00,0,"{'candles': [], 'code': 200, 'message': '', 'nextTime': 1755770340, 's': 'no_data'}",0.00,0.00,
2025-08-22 04:47:01,INFO,,,0.00,0,No 1m data for today yet; using last trading day for TESTING,0.00,0.00,
2025-08-22 04:47:02,ORB_LEVELS,,,0.00,0,ORH=25144.85 ORL=25058.60 RSI=4.649446494461969,0.00,0.00,
2025-08-22 05:06:28,SUMMARY,,,0.00,0,total,0.00,0.00,0
2025-08-22 05:06:28,SUMMARY,,,0.00,0,wins,0.00,0.00,0
2025-08-22 05:06:28,SUMMARY,,,0.00,0,losses,0.00,0.00,0
2025-08-22 05:06:28,SUMMARY,,,0.00,0,flats,0.00,0.00,0
2025-08-22 05:06:28,SUMMARY,,,0.00,0,win_rate,0.00,0.00,0.0
2025-08-22 05:06:28,SUMMARY,,,0.00,0,total_pnl,0.00,0.00,0
2025-08-22 05:06:28,SUMMARY,,,0.00,0,avg_pnl,0.00,0.00,0.0
2025-08-22 05:06:28,SUMMARY,,,0.00,0,avg_win,0.00,0.00,0.0
2025-08-22 05:06:28,SUMMARY,,,0.00,0,avg_loss,0.00,0.00,0.0
2025-08-22 05:06:28,SUMMARY,,,0.00,0,profit_factor,inf,0.00,inf
2025-08-22 05:06:28,SUMMARY,,,0.00,0,avg_hold,0.00,0.00,0.0
2025-08-22 05:06:28,SUMMARY,,,0.00,0,best,0.00,0.00,0.0
2025-08-22 05:06:28,SUMMARY,,,0.00,0,worst,0.00,0.00,0.0
2025-08-22 05:06:28,SUMMARY,,,0.00,0,max_drawdown,0.00,0.00,0.0
2025-08-22 05:11:10,AUTH_WARN,,,0.00,0,"Profile failed but quotes OK: {'s': 'error', 'code': 500, 'message': 'Looks like you are passing an invalid entry'}",0.00,0.00,
2025-08-22 05:11:11,SESSION_START,,,0.00,0,Today=2025-08-22 PrevCloseDate=2025-08-21 PrevNIFTYClose=25083.75,0.00,0.00,
2025-08-22 05:12:25,AUTH_WARN,,,0.00,0,"Profile failed but quotes OK: {'s': 'error', 'code': 500, 'message': 'Looks like you are passing an invalid entry'}",0.00,0.00,
2025-08-22 05:12:26,SESSION_START,,,0.00,0,Today=2025-08-22 PrevCloseDate=2025-08-21 PrevNIFTYClose=25083.75,0.00,0.00,
2025-08-22 05:12:26,HISTORY_ERR,NSE:NIFTY50-INDEX,,0.00,0,"{'candles': [], 'code': 200, 'message': '', 'nextTime': 1755770340, 's': 'no_data'}",0.00,0.00,
2025-08-22 05:12:26,INFO,,,0.00,0,No 1m data for today yet; using last trading day for TESTING,0.00,0.00,
2025-08-22 05:12:27,ORB_LEVELS,,,0.00,0,ORH=25144.85 ORL=25058.60 RSI=4.649446494461969,0.00,0.00,
2025-08-22 05:12:27,MOMENTUM_SHIFT,,,0.00,0,RSI regime NA -> bear (RSI=4.649446494461969),0.00,0.00,
2025-08-22 05:12:27,PRICE_STATE,,,0.00,0,Zone NA -> inside_or (IDX=25083.75),0.00,0.00,
2025-08-22 05:12:27,SNAPSHOT,,,0.00,0,IDX=25083.75 ORH=25144.85 ORL=25058.60 HI_BUF=25157.42 LO_BUF=25046.07 RSI=4.65 Armed(L/S)=True/True CD=0s OpenPos=0,0.00,0.00,
2025-08-22 05:12:27,SNAPSHOT_POS,,,0.00,0,None,0.00,0.00,
2025-08-22 05:12:27,DIAG_NO_ENTRY,,,0.00,0,CE blocked: no_breakout_above_buffer | IDX=25083.75 RSI=4.649446494461969,0.00,0.00,
